Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445038725682929570,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682929784,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682930040,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682930338,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682930594,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,15,3E,
18445038725682930893,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682931106,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682932472,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682935160,00000569,false,Rx,0,8,AA,80,82,02,00,00,00,00,
18445038725682936824,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682937080,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725682937335,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682937591,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682939469,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682939682,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682939981,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725682940194,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682940450,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682940663,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682940877,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682941133,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682945143,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682946850,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682947106,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682947405,00000667,false,Rx,0,8,00,39,34,31,30,41,30,38,
18445038725682947661,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682949581,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682949794,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682950050,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682950263,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725682950519,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682950733,00000665,false,Rx,0,8,00,39,34,31,30,41,30,37,
18445038725682950989,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725682951202,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682951458,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682952439,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682955127,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
18445038725682956834,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682957090,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682957389,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682957602,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682959564,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682959820,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682960034,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682960290,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682960503,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682960759,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682960972,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725682961228,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682965111,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682966860,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682967159,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725682967415,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682967628,00000668,false,Rx,0,8,02,9B,AD,4F,A2,00,00,00,
18445038725682968567,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725682969506,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682969762,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682970018,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682970231,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725682970487,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682970700,00000666,false,Rx,0,8,02,1C,A1,22,38,00,00,00,
18445038725682970956,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682971170,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682971426,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725682972407,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682973516,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725682975138,00000563,false,Rx,0,8,00,20,80,A2,02,00,00,00,
18445038725682976844,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682977143,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682977399,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682977612,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725682977868,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725682979362,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682979703,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682979959,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682980172,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682980428,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682980641,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725682981025,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682985121,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682986785,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682987041,0000029A,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725682987340,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682989516,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682989772,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682989985,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682990412,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682990668,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682990924,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682991137,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682992375,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682994849,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725682995148,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725682996812,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682997068,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682997324,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682997537,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682999585,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682999841,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683000097,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683000311,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725683000524,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683000780,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725683000993,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725683001249,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683002358,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725683005132,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725683006028,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725683006838,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683007094,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725683007350,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683008502,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725683009526,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683009740,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683009996,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683010209,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725683010465,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683010721,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725683010977,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725683011190,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683012342,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725683015158,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725683016012,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725683016822,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683017078,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725683017334,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683017548,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725683018060,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725683019425,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683019724,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683019937,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683020193,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725683020449,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683020662,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725683021004,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683023521,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725683025099,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725683025313,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725683026038,0000066B,false,Rx,0,8,02,00,00,00,00,00,00,00,
18445038725683026251,0000066C,false,Rx,0,8,02,9B,DE,18,73,00,00,00,
18445038725683026550,000006FA,false,Rx,0,8,01,32,57,45,5A,43,30,36,
18445038725683026891,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683027275,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683029537,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683029750,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683030006,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683030390,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683030689,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725683030945,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725683031201,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683032310,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725683036833,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683037131,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725683037345,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683037601,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725683039521,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683039777,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683039990,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683040246,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725683040502,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683040715,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725683040929,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725683041185,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683045110,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725683046774,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683047030,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725683047286,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683048438,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725683049547,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683049760,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683050016,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683050230,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725683050486,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683050742,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725683050998,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725683051211,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683052278,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725683056800,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683057056,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725683057312,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683057526,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725683059360,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683059702,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683059958,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683060214,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725683060427,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683060640,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725683060896,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725683061110,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683065120,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725683066784,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683067083,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725683067296,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683069515,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683069728,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683069984,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683070197,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725683070453,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683070709,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725683071008,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725683071221,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683072245,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725683073525,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725683076811,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683077067,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725683077323,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683077536,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725683077835,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725683079541,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683079797,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683080011,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683080395,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683080608,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725683080907,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725683081120,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683085131,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725683086837,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683087093,0000029A,false,Rx,0,8,01,32,57,45,5A,43,30,36,
18445038725683087349,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683088330,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725683089482,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683089738,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683089952,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683090378,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683090634,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725683090890,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725683091104,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683092213,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725683094688,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725683095157,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725683096864,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683097120,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725683097333,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683097589,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725683099466,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683099680,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683099936,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683100149,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725683100405,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683100618,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725683100874,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725683101088,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683102197,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725683105141,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725683106037,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725683106848,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683107146,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725683107402,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683109493,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683109706,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683109962,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683110218,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725683110431,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683110730,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725683110943,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725683111199,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683112181,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725683115125,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725683116021,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725683116831,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683117130,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683117386,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725683117727,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725683117983,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725683119519,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683119733,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683119989,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683120373,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683120586,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725683120842,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725683121098,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683123530,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725683125109,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725683125322,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725683126559,000006FA,false,Rx,0,8,02,36,34,34,00,00,00,00,
18445038725683126815,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683127114,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683128266,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725683129503,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683129716,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683129972,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683130399,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683130655,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725683130911,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725683131167,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683132148,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725683135135,00000569,false,Rx,0,8,AA,80,82,02,00,00,00,00,
18445038725683135391,00000664,false,Rx,0,8,02,83,06,32,F3,00,00,00,
18445038725683136799,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683137055,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725683137268,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683137524,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725683139316,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683139615,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683139871,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683140170,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725683140383,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683140639,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725683140852,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725683141066,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683145119,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725683146826,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683147082,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725683147338,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725683149514,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725683149727,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725683149983,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683150239,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725683150452,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725683150708,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725683150964,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725683151220,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725683152116,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725683155145,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
18445038725683155401,00000663,false,Rx,0,8,00,39,34,38,31,41,30,31,
18445038725683156809,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725683157108,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
